,title,revised_salary,rel_title,ranking,category,salary_level,state,suburb
6654,Agile Business Analyst – Core Financial Software Development (Technical/Functional),110000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,MelbourneCityCentre
6655,SAP Business Analyst - SuccessFactors,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
6661,Project Accountant / Business Analyst - Newcastle,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Newcastle
6667,senior business analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,SydneyCentralBusinessDistrict
6668,Technical Business Analyst (Security/Audit),105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
6677,Business Analyst - Social Services/Not for Profit Organisation,105000.0,Business Analyst,Normal,Business AnalystNormal,med,NSW,Parramatta
6679,Senior Business Analyst - PAYROLL,145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,Melbourne
6684,"senior business analyst (ivr, contact centre)",145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,MelbourneCityCentre
6686,Business Analyst – HR / HS&E,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
6687,senior business analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,SydneyCentralBusinessDistrict
6689,Principal Business Analyst,110372.5,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
6690,senior business analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
6696,UX Business Analyst - Perth based,105000.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
6697,Business Analyst- Control Systems,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,BrisbaneAdelaideStreet
6699,Business Analyst / Iteration Manager,183750.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
6700,Senior Business Analyst - Northside - Transport Industry,202125.0,Business Analyst,Senior,Business AnalystSenior,high,QLD,Brisbane
6702,Business Analyst | Imaging Informatics,196000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
6703,ICT Product Owner / Senior Business Analyst,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
6705,SAP Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
6707,business analyst - powerbi,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,BrisbaneCentralBusinessDistrict
6709,Business Analyst - Infrastructure/Security,177625.0,Business Analyst,Normal,Business AnalystNormal,med,VIC,Melbourne
6713,Senior Business Analyst/Technical Writer,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Sydney
6714,Applications Support Specialist / Junior Business Analyst,80000.0,Business Analyst,Junior,Business AnalystJunior,low,QLD,Brisbane
6717,Digital Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,QLD,Brisbane
6718,Senior Business Analyst - CRM,145000.0,Business Analyst,Senior,Business AnalystSenior,high,NSW,Newcastle
6720,Business Analyst - Global Technology - Partner with Senior Stakeholders,145000.0,Business Analyst,Senior,Business AnalystSenior,high,VIC,Melbourne
6722,CRM Dynamics Business Analyst,105000.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
6724,SAP Business Analyst - SuccessFactors,105000.0,Business Analyst,Normal,Business AnalystNormal,med,ACT,Canberra
